OS Version,Servicing option,KB article,Availability date,Build
Windows 11,General Availability Channel,KB5074109,2026-01-13,26200.7623
Windows 11,General Availability Channel,KB5072033,2025-12-09,26200.7462
Windows 11,General Availability Channel,KB5070311,2025-12-01,26200.7309
Windows 11,General Availability Channel,KB5068861,2025-11-11,26200.7171
Windows 11,General Availability Channel,KB5067036,2025-10-28,26200.7019
Windows 11,General Availability Channel,KB5070773,2025-10-20,26200.6901
Windows 11,General Availability Channel,KB5066835,2025-10-14,26200.6899
Windows 11,General Availability Channel,,2025-09-30,26200.6584
Windows 11,LTSC  •  General Availability Channel,KB5074109,2026-01-13,26100.7623
Windows 11,LTSC  •  General Availability Channel,KB5072033,2025-12-09,26100.7462
Windows 11,LTSC  •  General Availability Channel,KB5070311,2025-12-01,26100.7309
Windows 11,LTSC  •  General Availability Channel,KB5072359,2025-11-18,26100.7178
Windows 11,LTSC  •  General Availability Channel,KB5068861,2025-11-11,26100.7171
Windows 11,LTSC  •  General Availability Channel,KB5067036,2025-10-28,26100.7019
Windows 11,LTSC  •  General Availability Channel,KB5070881,2025-10-23,26100.6905
Windows 11,LTSC  •  General Availability Channel,KB5070773,2025-10-20,26100.6901
Windows 11,LTSC  •  General Availability Channel,KB5066835,2025-10-14,26100.6899
Windows 11,LTSC  •  General Availability Channel,KB5065789,2025-09-29,26100.6725
Windows 11,LTSC  •  General Availability Channel,KB5068221,2025-09-22,26100.6588
Windows 11,LTSC  •  General Availability Channel,KB5065426,2025-09-09,26100.6584
Windows 11,LTSC  •  General Availability Channel,KB5064081,2025-08-29,26100.5074
Windows 11,LTSC  •  General Availability Channel,KB5063878,2025-08-12,26100.4946
Windows 11,LTSC  •  General Availability Channel,KB5062660,2025-07-22,26100.4770
Windows 11,LTSC  •  General Availability Channel,KB5064489,2025-07-13,26100.4656
Windows 11,LTSC  •  General Availability Channel,KB5062553,2025-07-08,26100.4652
Windows 11,LTSC  •  General Availability Channel,KB5060829,2025-06-26,26100.4484
Windows 11,LTSC  •  General Availability Channel,KB5063060,2025-06-11,26100.4351
Windows 11,LTSC  •  General Availability Channel,KB5060842,2025-06-10,26100.4349
Windows 11,LTSC  •  General Availability Channel,KB5058499,2025-05-28,26100.4202
Windows 11,LTSC  •  General Availability Channel,KB5061977,2025-05-27,26100.4066
Windows 11,LTSC  •  General Availability Channel,KB5058411,2025-05-13,26100.4061
Windows 11,LTSC  •  General Availability Channel,KB5055627,2025-04-25,26100.3915
Windows 11,LTSC  •  General Availability Channel,KB5055523,2025-04-08,26100.3775
Windows 11,LTSC  •  General Availability Channel,KB5053656,2025-03-27,26100.3624
Windows 11,LTSC  •  General Availability Channel,KB5053598,2025-03-11,26100.3476
Windows 11,LTSC  •  General Availability Channel,KB5052093,2025-02-25,26100.3323
Windows 11,LTSC  •  General Availability Channel,KB5051987,2025-02-11,26100.3194
Windows 11,LTSC  •  General Availability Channel,KB5050094,2025-01-28,26100.3037
Windows 11,LTSC  •  General Availability Channel,KB5050009,2025-01-14,26100.2894
Windows 11,LTSC  •  General Availability Channel,KB5048667,2024-12-10,26100.2605
Windows 11,LTSC  •  General Availability Channel,KB5046740,2024-11-21,26100.2454
Windows 11,LTSC  •  General Availability Channel,KB5046617,2024-11-12,26100.2314
Windows 11,LTSC  •  General Availability Channel,KB5044384,2024-10-24,26100.2161
Windows 11,LTSC  •  General Availability Channel,KB5044284,2024-10-08,26100.2033
Windows 11,LTSC  •  General Availability Channel,,2024-10-01,26100.1742
Windows 11,General Availability Channel,KB5073455,2026-01-13,22631.6491
Windows 11,General Availability Channel,KB5071417,2025-12-09,22631.6345
Windows 11,General Availability Channel,KB5070312,2025-11-20,22631.6276
Windows 11,General Availability Channel,KB5068865,2025-11-11,22631.6199
Windows 11,General Availability Channel,KB5067112,2025-10-28,22631.6133
Windows 11,General Availability Channel,KB5066793,2025-10-14,22631.6060
Windows 11,General Availability Channel,KB5065790,2025-09-23,22631.5984
Windows 11,General Availability Channel,KB5065431,2025-09-09,22631.5909
Windows 11,General Availability Channel,KB5064080,2025-08-26,22631.5840
Windows 11,General Availability Channel,KB5066189,2025-08-19,22631.5771
Windows 11,General Availability Channel,KB5063875,2025-08-12,22631.5768
Windows 11,General Availability Channel,KB5062663,2025-07-22,22631.5699
Windows 11,General Availability Channel,KB5062552,2025-07-08,22631.5624
Windows 11,General Availability Channel,KB5060826,2025-06-26,22631.5549
Windows 11,General Availability Channel,KB5060999,2025-06-10,22631.5472
Windows 11,General Availability Channel,KB5062170,2025-05-31,22631.5415
Windows 11,General Availability Channel,KB5058502,2025-05-27,22631.5413
Windows 11,General Availability Channel,KB5058405,2025-05-13,22631.5335
Windows 11,General Availability Channel,KB5055629,2025-04-22,22631.5262
Windows 11,General Availability Channel,KB5058919,2025-04-11,22631.5192
Windows 11,General Availability Channel,KB5055528,2025-04-08,22631.5189
Windows 11,General Availability Channel,KB5053657,2025-03-25,22631.5126
Windows 11,General Availability Channel,KB5053602,2025-03-11,22631.5039
Windows 11,General Availability Channel,KB5052094,2025-02-25,22631.4974
Windows 11,General Availability Channel,KB5051989,2025-02-11,22631.4890
Windows 11,General Availability Channel,KB5050092,2025-01-29,22631.4830
Windows 11,General Availability Channel,KB5050021,2025-01-14,22631.4751
Windows 11,General Availability Channel,KB5048685,2024-12-10,22631.4602
Windows 11,General Availability Channel,KB5046732,2024-11-21,22631.4541
Windows 11,General Availability Channel,KB5046633,2024-11-12,22631.4460
Windows 11,General Availability Channel,KB5044380,2024-10-22,22631.4391
Windows 11,General Availability Channel,KB5044285,2024-10-08,22631.4317
Windows 11,General Availability Channel,KB5043145,2024-09-26,22631.4249
Windows 11,General Availability Channel,KB5043076,2024-09-10,22631.4169
Windows 11,General Availability Channel,KB5041587,2024-08-27,22631.4112
Windows 11,General Availability Channel,KB5041585,2024-08-13,22631.4037
Windows 11,General Availability Channel,KB5040527,2024-07-25,22631.3958
Windows 11,General Availability Channel,KB5040442,2024-07-09,22631.3880
Windows 11,General Availability Channel,KB5039302,2024-06-25,22631.3810
Windows 11,General Availability Channel,KB5039212,2024-06-11,22631.3737
Windows 11,General Availability Channel,KB5037853,2024-05-29,22631.3672
Windows 11,General Availability Channel,KB5037771,2024-05-14,22631.3593
Windows 11,General Availability Channel,KB5036980,2024-04-23,22631.3527
Windows 11,General Availability Channel,KB5036893,2024-04-09,22631.3447
Windows 11,General Availability Channel,KB5035942,2024-03-26,22631.3374
Windows 11,General Availability Channel,KB5035853,2024-03-12,22631.3296
Windows 11,General Availability Channel,KB5034848,2024-02-29,22631.3235
Windows 11,General Availability Channel,KB5034765,2024-02-13,22631.3155
Windows 11,General Availability Channel,KB5034204,2024-01-23,22631.3085
Windows 11,General Availability Channel,KB5034123,2024-01-09,22631.3007
Windows 11,General Availability Channel,KB5033375,2023-12-12,22631.2861
Windows 11,General Availability Channel,KB5032288,2023-12-04,22631.2792
Windows 11,General Availability Channel,KB5032190,2023-11-14,22631.2715
Windows 11,General Availability Channel,KB5031455,2023-10-31,22631.2506
Windows 11,General Availability Channel,,2023-10-31,22631.2428
Windows 11,General Availability Channel,KB5066793,2025-10-14,22621.6060
Windows 11,General Availability Channel,KB5065431,2025-09-09,22621.5909
Windows 11,General Availability Channel,KB5066189,2025-08-19,22621.5771
Windows 11,General Availability Channel,KB5063875,2025-08-12,22621.5768
Windows 11,General Availability Channel,KB5062552,2025-07-08,22621.5624
Windows 11,General Availability Channel,KB5060826,2025-06-26,22621.5549
Windows 11,General Availability Channel,KB5060999,2025-06-10,22621.5472
Windows 11,General Availability Channel,KB5062170,2025-05-31,22621.5415
Windows 11,General Availability Channel,KB5058502,2025-05-27,22621.5413
Windows 11,General Availability Channel,KB5058405,2025-05-13,22621.5335
Windows 11,General Availability Channel,KB5055629,2025-04-22,22621.5262
Windows 11,General Availability Channel,KB5058919,2025-04-11,22621.5192
Windows 11,General Availability Channel,KB5055528,2025-04-08,22621.5189
Windows 11,General Availability Channel,KB5053657,2025-03-25,22621.5126
Windows 11,General Availability Channel,KB5053602,2025-03-11,22621.5039
Windows 11,General Availability Channel,KB5052094,2025-02-25,22621.4974
Windows 11,General Availability Channel,KB5051989,2025-02-11,22621.4890
Windows 11,General Availability Channel,KB5050092,2025-01-29,22621.4830
Windows 11,General Availability Channel,KB5050021,2025-01-14,22621.4751
Windows 11,General Availability Channel,KB5048685,2024-12-10,22621.4602
Windows 11,General Availability Channel,KB5046732,2024-11-21,22621.4541
Windows 11,General Availability Channel,KB5046633,2024-11-12,22621.4460
Windows 11,General Availability Channel,KB5044380,2024-10-22,22621.4391
Windows 11,General Availability Channel,KB5044285,2024-10-08,22621.4317
Windows 11,General Availability Channel,KB5043145,2024-09-26,22621.4249
Windows 11,General Availability Channel,KB5043076,2024-09-10,22621.4169
Windows 11,General Availability Channel,KB5041587,2024-08-27,22621.4112
Windows 11,General Availability Channel,KB5041585,2024-08-13,22621.4037
Windows 11,General Availability Channel,KB5040527,2024-07-25,22621.3958
Windows 11,General Availability Channel,KB5040442,2024-07-09,22621.3880
Windows 11,General Availability Channel,KB5039302,2024-06-25,22621.3810
Windows 11,General Availability Channel,KB5039212,2024-06-11,22621.3737
Windows 11,General Availability Channel,KB5037853,2024-05-29,22621.3672
Windows 11,General Availability Channel,KB5037771,2024-05-14,22621.3593
Windows 11,General Availability Channel,KB5036980,2024-04-23,22621.3527
Windows 11,General Availability Channel,KB5036893,2024-04-09,22621.3447
Windows 11,General Availability Channel,KB5035942,2024-03-26,22621.3374
Windows 11,General Availability Channel,KB5035853,2024-03-12,22621.3296
Windows 11,General Availability Channel,KB5034848,2024-02-29,22621.3235
Windows 11,General Availability Channel,KB5034765,2024-02-13,22621.3155
Windows 11,General Availability Channel,KB5034204,2024-01-23,22621.3085
Windows 11,General Availability Channel,KB5034123,2024-01-09,22621.3007
Windows 11,General Availability Channel,KB5033375,2023-12-12,22621.2861
Windows 11,General Availability Channel,KB5032288,2023-12-04,22621.2792
Windows 11,General Availability Channel,KB5032190,2023-11-14,22621.2715
Windows 11,General Availability Channel,KB5031455,2023-10-26,22621.2506
Windows 11,General Availability Channel,KB5031354,2023-10-10,22621.2428
Windows 11,General Availability Channel,KB5030310,2023-09-26,22621.2361
Windows 11,General Availability Channel,KB5030219,2023-09-12,22621.2283
Windows 11,General Availability Channel,KB5029351,2023-08-22,22621.2215
Windows 11,General Availability Channel,KB5029263,2023-08-08,22621.2134
Windows 11,General Availability Channel,KB5028254,2023-07-26,22621.2070
Windows 11,General Availability Channel,KB5028185,2023-07-11,22621.1992
Windows 11,General Availability Channel,KB5027303,2023-06-27,22621.1928
Windows 11,General Availability Channel,KB5027231,2023-06-13,22621.1848
Windows 11,General Availability Channel,KB5026446,2023-05-24,22621.1778
Windows 11,General Availability Channel,KB5026372,2023-05-09,22621.1702
Windows 11,General Availability Channel,KB5025305,2023-04-25,22621.1635
Windows 11,General Availability Channel,KB5025239,2023-04-11,22621.1555
Windows 11,General Availability Channel,KB5023778,2023-03-28,22621.1485
Windows 11,General Availability Channel,KB5023706,2023-03-14,22621.1413
Windows 11,General Availability Channel,KB5022913,2023-02-28,22621.1344
Windows 11,General Availability Channel,KB5022845,2023-02-14,22621.1265
Windows 11,General Availability Channel,KB5022360,2023-01-26,22621.1194
Windows 11,General Availability Channel,KB5022303,2023-01-10,22621.1105
Windows 11,General Availability Channel,KB5021255,2022-12-13,22621.963
Windows 11,General Availability Channel,KB5020044,2022-11-29,22621.900
Windows 11,General Availability Channel,KB5019980,2022-11-08,22621.819
Windows 11,General Availability Channel,KB5018496,2022-10-25,22621.755
Windows 11,General Availability Channel,KB5019509,2022-10-18,22621.675
Windows 11,General Availability Channel,KB5018427,2022-10-11,22621.674
Windows 11,General Availability Channel,KB5017389,2022-09-30,22621.608
Windows 11,General Availability Channel,KB5019311,2022-09-27,22621.525
Windows 11,General Availability Channel,,2022-09-20,22621.521
Windows 11,General Availability Channel,KB5044280,2024-10-08,22000.3260
Windows 11,General Availability Channel,KB5043067,2024-09-10,22000.3197
Windows 11,General Availability Channel,KB5041592,2024-08-13,22000.3147
Windows 11,General Availability Channel,KB5040431,2024-07-09,22000.3079
Windows 11,General Availability Channel,KB5039213,2024-06-11,22000.3019
Windows 11,General Availability Channel,KB5037770,2024-05-14,22000.2960
Windows 11,General Availability Channel,KB5036894,2024-04-09,22000.2899
Windows 11,General Availability Channel,KB5035854,2024-03-12,22000.2836
Windows 11,General Availability Channel,KB5034766,2024-02-13,22000.2777
Windows 11,General Availability Channel,KB5034121,2024-01-09,22000.2713
Windows 11,General Availability Channel,KB5033369,2023-12-12,22000.2652
Windows 11,General Availability Channel,KB5032192,2023-11-14,22000.2600
Windows 11,General Availability Channel,KB5031358,2023-10-10,22000.2538
Windows 11,General Availability Channel,KB5030301,2023-09-26,22000.2482
Windows 11,General Availability Channel,KB5030217,2023-09-12,22000.2416
Windows 11,General Availability Channel,KB5029332,2023-08-22,22000.2360
Windows 11,General Availability Channel,KB5029253,2023-08-08,22000.2295
Windows 11,General Availability Channel,KB5028245,2023-07-25,22000.2245
Windows 11,General Availability Channel,KB5028182,2023-07-11,22000.2176
Windows 11,General Availability Channel,KB5027292,2023-06-28,22000.2124
Windows 11,General Availability Channel,KB5027223,2023-06-13,22000.2057
Windows 11,General Availability Channel,KB5026436,2023-05-23,22000.2003
Windows 11,General Availability Channel,KB5026368,2023-05-09,22000.1936
Windows 11,General Availability Channel,KB5025298,2023-04-25,22000.1880
Windows 11,General Availability Channel,KB5025224,2023-04-11,22000.1817
Windows 11,General Availability Channel,KB5023774,2023-03-28,22000.1761
Windows 11,General Availability Channel,KB5023698,2023-03-14,22000.1696
Windows 11,General Availability Channel,KB5022905,2023-02-21,22000.1641
Windows 11,General Availability Channel,KB5022836,2023-02-14,22000.1574
Windows 11,General Availability Channel,KB5019274,2023-01-19,22000.1516
Windows 11,General Availability Channel,KB5022287,2023-01-10,22000.1455
Windows 11,General Availability Channel,KB5021234,2022-12-13,22000.1335
Windows 11,General Availability Channel,KB5019157,2022-11-15,22000.1281
Windows 11,General Availability Channel,KB5019961,2022-11-08,22000.1219
Windows 11,General Availability Channel,KB5018483,2022-10-25,22000.1165
Windows 11,General Availability Channel,KB5020387,2022-10-17,22000.1100
Windows 11,General Availability Channel,KB5018418,2022-10-11,22000.1098
Windows 11,General Availability Channel,KB5017383,2022-09-20,22000.1042
Windows 11,General Availability Channel,KB5017328,2022-09-13,22000.978
Windows 11,General Availability Channel,KB5016691,2022-08-25,22000.918
Windows 11,General Availability Channel,KB5016629,2022-08-09,22000.856
Windows 11,General Availability Channel,KB5015882,2022-07-21,22000.832
Windows 11,General Availability Channel,KB5015814,2022-07-12,22000.795
Windows 11,General Availability Channel,KB5014668,2022-06-23,22000.778
Windows 11,General Availability Channel,KB5016138,2022-06-20,22000.740
Windows 11,General Availability Channel,KB5014697,2022-06-14,22000.739
Windows 11,General Availability Channel,KB5014019,2022-05-24,22000.708
Windows 11,General Availability Channel,KB5013943,2022-05-10,22000.675
Windows 11,General Availability Channel,KB5012643,2022-04-25,22000.652
Windows 11,General Availability Channel,KB5012592,2022-04-12,22000.613
Windows 11,General Availability Channel,KB5011563,2022-03-28,22000.593
Windows 11,General Availability Channel,KB5011493,2022-03-08,22000.556
Windows 11,General Availability Channel,KB5010414,2022-02-15,22000.527
Windows 11,General Availability Channel,KB5010386,2022-02-08,22000.493
Windows 11,General Availability Channel,KB5008353,2022-01-25,22000.469
Windows 11,General Availability Channel,KB5010795,2022-01-17,22000.438
Windows 11,General Availability Channel,KB5009566,2022-01-11,22000.434
Windows 11,General Availability Channel,KB5008215,2021-12-14,22000.376
Windows 11,General Availability Channel,KB5007262,2021-11-22,22000.348
Windows 11,General Availability Channel,KB5007215,2021-11-09,22000.318
Windows 11,General Availability Channel,KB5006746,2021-10-21,22000.282
Windows 11,General Availability Channel,KB5006674,2021-10-12,22000.258
Windows 11,General Availability Channel,,2021-10-04,22000.194
Windows 10,General Availability Channel,KB5073724,2026-01-13,19045.6809
Windows 10,General Availability Channel,KB5074976,2025-12-18,19045.6693
Windows 10,General Availability Channel,KB5071546,2025-12-09,19045.6691
Windows 10,General Availability Channel,KB5068781,2025-11-11,19045.6575
Windows 10,General Availability Channel,KB5071959,2025-11-11,19045.6466
Windows 10,General Availability Channel,KB5066791,2025-10-14,19045.6456
Windows 10,General Availability Channel,KB5066198,2025-09-25,19045.6396
Windows 10,General Availability Channel,KB5065429,2025-09-09,19045.6332
Windows 10,General Availability Channel,KB5063842,2025-08-26,19045.6282
Windows 10,General Availability Channel,KB5066188,2025-08-19,19045.6218
Windows 10,General Availability Channel,KB5063709,2025-08-12,19045.6216
Windows 10,General Availability Channel,KB5062649,2025-07-22,19045.6159
Windows 10,General Availability Channel,KB5062554,2025-07-08,19045.6093
Windows 10,General Availability Channel,KB5061087,2025-06-24,19045.6036
Windows 10,General Availability Channel,KB5063159,2025-06-16,19045.5968
Windows 10,General Availability Channel,KB5060533,2025-06-10,19045.5965
Windows 10,General Availability Channel,KB5058481,2025-05-28,19045.5917
Windows 10,General Availability Channel,KB5061979,2025-05-27,19045.5859
Windows 10,General Availability Channel,KB5061768,2025-05-19,19045.5856
Windows 10,General Availability Channel,KB5058379,2025-05-13,19045.5854
Windows 10,General Availability Channel,KB5055612,2025-04-22,19045.5796
Windows 10,General Availability Channel,KB5055518,2025-04-08,19045.5737
Windows 10,General Availability Channel,KB5053643,2025-03-25,19045.5679
Windows 10,General Availability Channel,KB5053606,2025-03-11,19045.5608
Windows 10,General Availability Channel,KB5052077,2025-02-25,19045.5555
Windows 10,General Availability Channel,KB5051974,2025-02-11,19045.5487
Windows 10,General Availability Channel,KB5050081,2025-01-28,19045.5440
Windows 10,General Availability Channel,KB5049981,2025-01-14,19045.5371
Windows 10,General Availability Channel,KB5048652,2024-12-10,19045.5247
Windows 10,General Availability Channel,KB5046714,2024-11-21,19045.5198
Windows 10,General Availability Channel,KB5046613,2024-11-12,19045.5131
Windows 10,General Availability Channel,KB5045594,2024-10-22,19045.5073
Windows 10,General Availability Channel,KB5044273,2024-10-08,19045.5011
Windows 10,General Availability Channel,KB5043131,2024-09-24,19045.4957
Windows 10,General Availability Channel,KB5043064,2024-09-10,19045.4894
Windows 10,General Availability Channel,KB5041582,2024-08-29,19045.4842
Windows 10,General Availability Channel,KB5041580,2024-08-13,19045.4780
Windows 10,General Availability Channel,KB5040525,2024-07-23,19045.4717
Windows 10,General Availability Channel,KB5040427,2024-07-09,19045.4651
Windows 10,General Availability Channel,KB5039299,2024-06-25,19045.4598
Windows 10,General Availability Channel,KB5039211,2024-06-11,19045.4529
Windows 10,General Availability Channel,KB5037849,2024-05-29,19045.4474
Windows 10,General Availability Channel,KB5037768,2024-05-14,19045.4412
Windows 10,General Availability Channel,KB5036979,2024-04-23,19045.4355
Windows 10,General Availability Channel,KB5036892,2024-04-09,19045.4291
Windows 10,General Availability Channel,KB5035941,2024-03-26,19045.4239
Windows 10,General Availability Channel,KB5035845,2024-03-12,19045.4170
Windows 10,General Availability Channel,KB5034843,2024-02-29,19045.4123
Windows 10,General Availability Channel,KB5034763,2024-02-13,19045.4046
Windows 10,General Availability Channel,KB5034203,2024-01-23,19045.3996
Windows 10,General Availability Channel,KB5034122,2024-01-09,19045.3930
Windows 10,General Availability Channel,KB5033372,2023-12-12,19045.3803
Windows 10,General Availability Channel,KB5032278,2023-11-30,19045.3758
Windows 10,General Availability Channel,KB5032189,2023-11-14,19045.3693
Windows 10,General Availability Channel,KB5031445,2023-10-26,19045.3636
Windows 10,General Availability Channel,KB5031356,2023-10-10,19045.3570
Windows 10,General Availability Channel,KB5030300,2023-09-26,19045.3516
Windows 10,General Availability Channel,KB5030211,2023-09-12,19045.3448
Windows 10,General Availability Channel,KB5029331,2023-08-22,19045.3393
Windows 10,General Availability Channel,KB5029244,2023-08-08,19045.3324
Windows 10,General Availability Channel,KB5028244,2023-07-25,19045.3271
Windows 10,General Availability Channel,KB5028166,2023-07-11,19045.3208
Windows 10,General Availability Channel,KB5027293,2023-06-27,19045.3155
Windows 10,General Availability Channel,KB5027215,2023-06-13,19045.3086
Windows 10,General Availability Channel,KB5026435,2023-05-23,19045.3031
Windows 10,General Availability Channel,KB5026361,2023-05-09,19045.2965
Windows 10,General Availability Channel,KB5025297,2023-04-25,19045.2913
Windows 10,General Availability Channel,KB5025221,2023-04-11,19045.2846
Windows 10,General Availability Channel,KB5023773,2023-03-21,19045.2788
Windows 10,General Availability Channel,KB5023696,2023-03-14,19045.2728
Windows 10,General Availability Channel,KB5022906,2023-02-21,19045.2673
Windows 10,General Availability Channel,KB5022834,2023-02-14,19045.2604
Windows 10,General Availability Channel,KB5019275,2023-01-19,19045.2546
Windows 10,General Availability Channel,KB5022282,2023-01-10,19045.2486
Windows 10,General Availability Channel,KB5021233,2022-12-13,19045.2364
Windows 10,General Availability Channel,KB5020030,2022-11-15,19045.2311
Windows 10,General Availability Channel,KB5019959,2022-11-08,19045.2251
Windows 10,General Availability Channel,,2022-10-18,19045.2130
Windows 10,LTSC,KB5073724,2026-01-13,19044.6809
Windows 10,LTSC,KB5074976,2025-12-18,19044.6693
Windows 10,LTSC,KB5071546,2025-12-09,19044.6691
Windows 10,LTSC,KB5068781,2025-11-11,19044.6575
Windows 10,LTSC,KB5066791,2025-10-14,19044.6456
Windows 10,LTSC,KB5065429,2025-09-09,19044.6332
Windows 10,LTSC,KB5066188,2025-08-19,19044.6218
Windows 10,LTSC,KB5063709,2025-08-12,19044.6216
Windows 10,LTSC,KB5062554,2025-07-08,19044.6093
Windows 10,LTSC,KB5060533,2025-06-10,19044.5965
Windows 10,LTSC,KB5061979,2025-05-27,19044.5859
Windows 10,LTSC,KB5061768,2025-05-19,19044.5856
Windows 10,LTSC,KB5058379,2025-05-13,19044.5854
Windows 10,LTSC,KB5055518,2025-04-08,19044.5737
Windows 10,LTSC,KB5053606,2025-03-11,19044.5608
Windows 10,LTSC,KB5051974,2025-02-11,19044.5487
Windows 10,LTSC,KB5049981,2025-01-14,19044.5371
Windows 10,LTSC,KB5048652,2024-12-10,19044.5247
Windows 10,LTSC,KB5046613,2024-11-12,19044.5131
Windows 10,LTSC,KB5044273,2024-10-08,19044.5011
Windows 10,LTSC,KB5043064,2024-09-10,19044.4894
Windows 10,LTSC,KB5041580,2024-08-13,19044.4780
Windows 10,LTSC,KB5040427,2024-07-09,19044.4651
Windows 10,LTSC  •  General Availability Channel,KB5039211,2024-06-11,19044.4529
Windows 10,LTSC  •  General Availability Channel,KB5037768,2024-05-14,19044.4412
Windows 10,LTSC  •  General Availability Channel,KB5036892,2024-04-09,19044.4291
Windows 10,LTSC  •  General Availability Channel,KB5035845,2024-03-12,19044.4170
Windows 10,LTSC  •  General Availability Channel,KB5034763,2024-02-13,19044.4046
Windows 10,LTSC  •  General Availability Channel,KB5034122,2024-01-09,19044.3930
Windows 10,LTSC  •  General Availability Channel,KB5033372,2023-12-12,19044.3803
Windows 10,LTSC  •  General Availability Channel,KB5032189,2023-11-14,19044.3693
Windows 10,LTSC  •  General Availability Channel,KB5031356,2023-10-10,19044.3570
Windows 10,LTSC  •  General Availability Channel,KB5030211,2023-09-12,19044.3448
Windows 10,LTSC  •  General Availability Channel,KB5029244,2023-08-08,19044.3324
Windows 10,LTSC  •  General Availability Channel,KB5028166,2023-07-11,19044.3208
Windows 10,LTSC  •  General Availability Channel,KB5027215,2023-06-13,19044.3086
Windows 10,LTSC  •  General Availability Channel,KB5026361,2023-05-09,19044.2965
Windows 10,LTSC  •  General Availability Channel,KB5025221,2023-04-11,19044.2846
Windows 10,LTSC  •  General Availability Channel,KB5023773,2023-03-21,19044.2788
Windows 10,LTSC  •  General Availability Channel,KB5023696,2023-03-14,19044.2728
Windows 10,LTSC  •  General Availability Channel,KB5022906,2023-02-21,19044.2673
Windows 10,LTSC  •  General Availability Channel,KB5022834,2023-02-14,19044.2604
Windows 10,LTSC  •  General Availability Channel,KB5019275,2023-01-19,19044.2546
Windows 10,LTSC  •  General Availability Channel,KB5022282,2023-01-10,19044.2486
Windows 10,LTSC  •  General Availability Channel,KB5021233,2022-12-13,19044.2364
Windows 10,LTSC  •  General Availability Channel,KB5020030,2022-11-15,19044.2311
Windows 10,LTSC  •  General Availability Channel,KB5019959,2022-11-08,19044.2251
Windows 10,LTSC  •  General Availability Channel,KB5020953,2022-10-28,19044.2194
Windows 10,LTSC  •  General Availability Channel,KB5018482,2022-10-25,19044.2193
Windows 10,LTSC  •  General Availability Channel,KB5020435,2022-10-17,19044.2132
Windows 10,LTSC  •  General Availability Channel,KB5018410,2022-10-11,19044.2130
Windows 10,LTSC  •  General Availability Channel,KB5017380,2022-09-20,19044.2075
Windows 10,LTSC  •  General Availability Channel,KB5017308,2022-09-13,19044.2006
Windows 10,LTSC  •  General Availability Channel,KB5016688,2022-08-26,19044.1949
Windows 10,LTSC  •  General Availability Channel,KB5016616,2022-08-09,19044.1889
Windows 10,LTSC  •  General Availability Channel,KB5015878,2022-07-26,19044.1865
Windows 10,LTSC  •  General Availability Channel,KB5015807,2022-07-12,19044.1826
Windows 10,LTSC  •  General Availability Channel,KB5014666,2022-06-28,19044.1806
Windows 10,LTSC  •  General Availability Channel,KB5016139,2022-06-20,19044.1767
Windows 10,LTSC  •  General Availability Channel,KB5014699,2022-06-14,19044.1766
Windows 10,LTSC  •  General Availability Channel,KB5014023,2022-06-02,19044.1741
Windows 10,LTSC  •  General Availability Channel,KB5015020,2022-05-19,19044.1708
Windows 10,LTSC  •  General Availability Channel,KB5013942,2022-05-10,19044.1706
Windows 10,LTSC  •  General Availability Channel,KB5011831,2022-04-25,19044.1682
Windows 10,LTSC  •  General Availability Channel,KB5012599,2022-04-12,19044.1645
Windows 10,LTSC  •  General Availability Channel,KB5011543,2022-03-22,19044.1620
Windows 10,LTSC  •  General Availability Channel,KB5011487,2022-03-08,19044.1586
Windows 10,LTSC  •  General Availability Channel,KB5010415,2022-02-15,19044.1566
Windows 10,LTSC  •  General Availability Channel,KB5010342,2022-02-08,19044.1526
Windows 10,LTSC  •  General Availability Channel,KB5009596,2022-01-25,19044.1503
Windows 10,LTSC  •  General Availability Channel,KB5010793,2022-01-17,19044.1469
Windows 10,LTSC  •  General Availability Channel,KB5009543,2022-01-11,19044.1466
Windows 10,LTSC  •  General Availability Channel,KB5008212,2021-12-14,19044.1415
Windows 10,LTSC  •  General Availability Channel,KB5007253,2021-11-22,19044.1387
Windows 10,LTSC  •  General Availability Channel,,2021-11-16,19044.1288
Windows 10,Semi-Annual Channel,KB5021233,2022-12-13,19043.2364
Windows 10,Semi-Annual Channel,KB5020030,2022-11-15,19043.2311
Windows 10,Semi-Annual Channel,KB5019959,2022-11-08,19043.2251
Windows 10,Semi-Annual Channel,KB5020953,2022-10-28,19043.2194
Windows 10,Semi-Annual Channel,KB5018482,2022-10-25,19043.2193
Windows 10,Semi-Annual Channel,KB5020435,2022-10-17,19043.2132
Windows 10,Semi-Annual Channel,KB5018410,2022-10-11,19043.2130
Windows 10,Semi-Annual Channel,KB5017380,2022-09-20,19043.2075
Windows 10,Semi-Annual Channel,KB5017308,2022-09-13,19043.2006
Windows 10,Semi-Annual Channel,KB5016688,2022-08-26,19043.1949
Windows 10,Semi-Annual Channel,KB5016616,2022-08-09,19043.1889
Windows 10,Semi-Annual Channel,KB5015878,2022-07-26,19043.1865
Windows 10,Semi-Annual Channel,KB5015807,2022-07-12,19043.1826
Windows 10,Semi-Annual Channel,KB5014666,2022-06-28,19043.1806
Windows 10,Semi-Annual Channel,KB5016139,2022-06-20,19043.1767
Windows 10,Semi-Annual Channel,KB5014699,2022-06-14,19043.1766
Windows 10,Semi-Annual Channel,KB5014023,2022-06-02,19043.1741
